"","disp_est","disp_lower","disp_upper","rp_value","attr_PR_est","attr_PR_lower","attr_PR_upper","attr_DI_est","attr_DI_lower","attr_DI_upper","proj_PR_est","proj_PR_lower","proj_PR_upper","proj_DI_est","proj_DI_lower","proj_DI_upper"
"AFR-44_EC-EARTH_r12_CCLM4-8-17",0.0826988614546674,0.0571523779179355,0.100576565373283,208.675163330403,0.791030358084924,0.169996097259491,1.93671944167024,8.56136984517707,-24.6463561807903,52.1437021817138,0.939455264038858,0.598437524688489,1.19138450141285,2.41756387474357,-8.80497035203316,13.815129280944
"AFR-44_EC-EARTH_r12_RCA4",0.0478235036045712,0.0347779570150385,0.0560649739927502,230.861398883188,0.585844546235091,0.109498407342961,1.36005805285431,14.5155040558518,-8.57090137228464,46.2527899003382,0.684656540470107,0.384509235523964,0.955882690960923,7.88453439861332,1.08548629802393,14.6275836993494
"AFR-44_EC-EARTH_r12_REMO2009",0.0625999658340723,0.0433641876075798,0.0768993211842169,162.037045854872,0.50196850740919,0.0601659150141873,1.27311252422896,21.4279291288463,-8.04560591665367,62.5718874587711,0.7465082399274,0.405576535484472,1.02582982290514,6.84087422508432,-0.970900070291203,14.0008677145306
"AFR-44_EC-EARTH_r3_HIRHAM5",0.0492227500637112,0.0382181885618852,0.0552187307267144,182.541258446416,0.873821739054951,0.211230988639957,2.03770491088669,2.67196117256161,-14.810233983069,23.3553983785894,0.632218949739526,0.259333626471894,1.07996861059624,7.10030347038486,-1.43243785784542,14.9216368215923
"AFR-44_EC-EARTH_r3_RCA4",0.0410099004921773,0.0291713615606385,0.0493189972018183,218.814674574185,0.880554652530511,0.241591142775753,2.1564132880077,2.5368396714644,-15.5859035860869,22.7762333654174,0.664987128743581,0.283201081266589,1.10616637084568,6.3915213896792,-2.28497583848764,14.1228625930766
"AFR-44_GFDL-ESM2M_r1_RCA4",0.0579046590363883,0.0414860071589802,0.0717320678902823,108.753674234108,0.839974093224795,0.246915594928927,2.35689221372311,3.92499021326702,-16.7673185286376,30.2063817217546,1.03863249225801,0.679015319807804,1.4095785180495,-0.940310309162486,-9.96184500409112,7.31349558335504
"AFR-44_HadGEM2-ES_r1_CCLM4-8-17",0.0907454577675079,0.0641424695795517,0.110465852934742,21.9455865118951,1.34684731055565,0.726109745796014,3.89483042698294,-7.25498366464528,-21.6537737892454,9.57933975548026,1.10036124258406,0.785309268923645,1.51874492464954,-2.17352965739007,-8.48834411388052,4.68040146946965
"AFR-44_HadGEM2-ES_r1_RACMO22T",0.0363359681686784,0.0271265656782473,0.0416288765090604,118.871424887953,0.729388719975353,0.246041610397305,1.74580258707503,4.86210637221837,-5.32350881569788,15.3780703420633,1.10260691730771,0.719076128548674,1.54612760735079,-1.67330185807975,-6.24777774548438,3.16611237525795
"AFR-44_HadGEM2-ES_r1_RCA4",0.0657891977175245,0.0505006914118257,0.0751153296958595,69.5839245005762,0.922872035159515,0.371120367348712,2.22899726757382,1.98516632058061,-13.9268087355408,20.7786687855181,0.909042838436928,0.64230952823624,1.2117954965425,1.93137704269164,-3.85661636869652,7.04905922959735
"AFR-44_HadGEM2-ES_r1_RegCM4-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFR-44_HadGEM2-ES_r1_REMO2009",0.105001664016166,0.0808606897448135,0.120280358465695,32.4266637688808,0.847160762716277,0.413556296111594,1.77086832857491,4.97325385638607,-12.0912399064382,23.2495707385959,1.01211473052072,0.753257643130462,1.2971706882652,-0.329734572216708,-6.56191972949797,6.09802790503844
"AFR-44_IPSL-CM5A-LR_r1_REMO2009",0.0795026028194979,0.0572354514502484,0.0975272787164499,55.5384454858912,0.924355966843091,0.239367119890461,1.96692937579736,2.05627199299303,-14.7628326309947,25.3051978575605,0.757661933206777,0.403739124076371,1.00865413291011,5.06265645854548,-0.420954972822264,11.1563184018352
"AFR-44_IPSL-CM5A-MR_r1_RCA4",0.0437762979737965,0.034443664482309,0.0497603901350487,233.583789718265,0.337694243138927,0.00889099914136983,0.998664905346311,30.4577653052587,9.1768038919983,56.7040514556579,0.461069581550739,0.0810239593074539,0.994491498686283,11.9458501216218,6.06636571192444,18.1213122080847
"AFR-44_MIROC5_r1_RCA4",0.0610212739680161,0.0470703317872886,0.0695093539712207,60.3572530627186,0.628200177127748,0.179972760428285,1.4928374653878,11.301407712206,-9.69466693166436,35.5237385237692,0.778324598807733,0.501441315252368,1.02311203063587,6.58267245797296,-0.693760226260461,13.4424443498096
"AFR-44_MIROC5_r1_REMO2009",0.0727107143261424,0.0553858646740372,0.0843192371839611,32.1409313588858,1.40163850275664,0.443301860368973,4.92557337546008,-6.34822792519791,-22.7234427318975,15.3443258785057,1.17995134607932,0.846846518494521,1.606630307432,-4.29184708670362,-12.5431226676202,3.84199898650536
"AFR-44_MPI-ESM-LR_r1_CCLM4-8-17",0.0916733201351376,0.0693896447989201,0.105138245804602,79.0550073979104,0.466542429740465,0.127422675504813,0.963116043142967,31.7849125990338,1.7128290593037,68.3612272075523,0.949591604319987,0.632318431747784,1.17364694303695,2.25882215063748,-10.4542166003222,13.6344652130661
"AFR-44_MPI-ESM-LR_r1_RCA4",0.054479988905275,0.0411013208769618,0.0636834912628789,145.947279769403,0.518074227770884,0.162957953143198,1.06848762634914,17.0386954657604,-1.82822520242408,36.7329605443012,0.830691674498244,0.506993860009274,1.13489620498168,4.148602100464,-3.88633178634198,11.2401945369101
"AFR-44_MPI-ESM-LR_r1_REMO2009",0.0781035879122448,0.0618748052570886,0.088929789427584,75.0823226590357,0.750955176526153,0.280820726183785,1.49640751800481,8.77954414194688,-11.6000253949178,33.9529431945388,0.829773652223637,0.519884519087759,1.15258703179232,4.45960676765693,-4.1459577410876,12.6679680107534
"AFR-44_MPI-ESM-LR_r2_RCA4",0.0434794004032402,0.0341397741298256,0.0494679782415674,165.096820266666,0.595484282659631,0.194699358089027,1.31395623744974,10.5170463588888,-4.78059083985429,28.3091086293248,0.474318466600981,0.212167543207099,0.881529033791352,11.7623906940806,2.66172383049918,18.6443229224565
"AFR-44_MPI-ESM-LR_r3_RCA4",0.0536250371727418,0.0411854924370496,0.0618002398326019,180.426310741334,0.486506373719332,0.136686977817766,1.28965744519745,18.1270889181087,-5.67819219886337,45.3503259950464,0.54466366856052,0.30668241824193,0.780565984400456,10.5422637107741,5.37403269018605,15.5502049646656
"AFR-44_MPI-ESM-MR_r1_RegCM4-3",-0.0589524148079767,-0.0683834504866719,-0.0451014957556564,0.00114536394852446,0.660253343844186,0.103250024157857,2.3091443013688,14.524588727474,-20.5136605965276,67.1709092916064,0.332324327918434,0.0547880437440671,0.77850428813794,17.4392746390513,6.72212423914893,26.8618750449665
"AFR-44_NorESM1-M_r1_RCA4",0.0473330889221177,0.0340148512142582,0.0573106659090089,87.0628522507944,0.559509318537905,0.102459650867065,1.50635995954585,11.0194711743369,-6.27413827935394,31.1562665247237,0.585496362544964,0.21051449489443,0.998586884490176,6.58848573214132,0.0520480923913441,12.5426222892137
