dataset,distribution,fit_type,lower_tail,sigma_est,sigma_lower,sigma_upper,disp_est,disp_lower,disp_upper,return_time,event_magnitude,gmst_now,pr_est_x,pr_lower_x,pr_upper_x,DI_est_x,DI_lower_x,DI_upper_x,gmst,pr_est_y,pr_lower_y,pr_upper_y,DI_est_y,DI_lower_y,DI_upper_y
p_AFR-22_june_total_MOHC-HadGEM2-ES_r1i1p1_CLMcom-KIT-CCLM5-0-15,gauss,scale,True,37.068,28.902,43.146,-0.386,-0.457,-0.304,10,47.28,1.2,1.0033,0.61979,1.6802,-0.156,-20.193,25.37,2,1.0387,0.86497,1.2182,-1.828,-8.845,6.564
p_AFR-22_june_total_MOHC-HadGEM2-ES_r1i1p1_GERICS-REMO2015,gauss,scale,True,14.716,11.196,17.309,-0.483,-0.553,-0.38,10,11.466,1.2,0.7028,0.3339,1.3202,29.303,-15.979,118.919,2,1.2119,1.049,1.4642,-11.765,-21.048,-2.866
p_AFR-22_june_total_MOHC-HadGEM2-ES_r1i1p1_ICTP-RegCM4-7,gauss,scale,True,35.998,20.473,45.007,-1.105,-1.302,-0.825,10,-26.366,1.2,1.6507,0.48342,11.382,54.299,-40.088,385.289,2,1.5309,1.0087,2.5512,51.251,1.152,92.987
p_AFR-22_june_total_MPI-M-MPI-ESM-LR_r1i1p1_CLMcom-KIT-CCLM5-0-15,gauss,scale,True,34.444,26.342,40.188,-0.638,-0.738,-0.513,10,10.636,1.2,1.0517,0.85781,1.2901,-9.703,-36.536,36.869,2,0.99185,0.9102,1.0702,1.455,-12.265,14.919
p_AFR-22_june_total_MPI-M-MPI-ESM-LR_r1i1p1_GERICS-REMO2015,gauss,scale,True,10.306,6.586,12.591,-0.556,-0.658,-0.398,10,5.3209,1.2,0.84767,0.30986,1.311,20.4,-28.432,126.381,2,1.1298,0.92432,1.6361,-9.147,-25.975,6.779
p_AFR-22_june_total_MPI-M-MPI-ESM-MR_r1i1p1_ICTP-RegCM4-7,gauss,scale,True,7.677,2.296,11.312,-1.681,-2.139,-1.234,10,-5.7342,1.2,0.68169,1.1463e-06,4.0518,-33.643,-92.875,261.631,2,1.2459,0.81029,100.03,18.466,-21.437,143.922
p_AFR-22_june_total_NCC-NorESM1-M_r1i1p1_CLMcom-KIT-CCLM5-0-15,gauss,scale,True,43.798,35.276,49.314,-0.463,-0.555,-0.354,10,32.038,1.2,0.78536,0.44386,1.1894,20.786,-12.282,75.075,2,0.86552,0.68024,1.0311,12.906,-2.688,30.496
p_AFR-22_june_total_NCC-NorESM1-M_r1i1p1_GERICS-REMO2015,gauss,scale,True,10.744,8.788,11.855,-0.526,-0.61,-0.414,10,5.4771,1.2,0.60376,0.14908,1.1552,57.849,-12.275,273.746,2,1.0259,0.85074,1.211,-3.114,-22.751,16.891
p_AFR-22_june_total_NCC-NorESM1-M_r1i1p1_ICTP-RegCM4-7,gauss,scale,True,15.937,7.28,21.998,-1.386,-1.658,-1.05,10,-12.009,1.2,0.93276,0.11624,5.744,-6.756,-77.783,225.254,2,0.64611,0.47107,1.4982,-37.906,-61.639,17.503
