#time rs_onset
1981 164
1982 171
1983 154
1984 165
1985 168
1986 172
1987 181
1988 174
1989 172
1990 170
1991 169
1992 175
1993 175
1994 175
1995 168
1996 179
1997 147
1998 183
1999 178
2000 180
2001 164
2002 184
2003 166
2004 174
2005 161
2006 183
2007 171
2008 167
2009 160
2010 170
2011 160
2012 162
2013 168
2014 176
2015 177
2016 160
2017 151
2018 165
2019 173
2020 185
2021 173
# rs_onset_chirps
