#time rs_duration
1981 95
1982 84
1983 112
1984 116
1985 95
1986 100
1987 92
1988 97
1989 86
1990 87
1991 81
1992 84
1993 92
1994 93
1995 99
1996 91
1997 107
1998 86
1999 93
2000 87
2001 103
2002 96
2003 100
2004 84
2005 92
2006 96
2007 84
2008 98
2009 108
2010 96
2011 106
2012 106
2013 94
2014 87
2015 94
2016 104
2017 114
2018 95
2019 84
2020 82
2021 97
# rs_duration_chirps
