x y
177.89142145181742 -39.01064399741169
177.8911318357368 -39.01064731341123
177.89068240228315 -39.01080376330381
177.8904000853684 -39.010844996657156
177.8900877682046 -39.0108506641644
177.88998385169847 -39.010875130285235
177.88988303493065 -39.010942380628265
177.8898332687692 -39.011064047759795
177.88982423585233 -39.01119589750176
177.88977076826754 -39.011264713330085
177.88931710226623 -39.01157796381162
177.88947075184973 -39.01178023036846
177.8895754856826 -39.01177181417903
177.88970080193477 -39.0118028300808
177.89028286857413 -39.0118368638902
177.89037578559805 -39.01191156429699
177.890515285555 -39.01196079729714
177.89054996822995 -39.01200956426323
177.89056076811767 -39.01205139735791
177.8904922183586 -39.01219528028771
177.8903447514088 -39.01223999732226
177.89020458465663 -39.01225661413698
177.89005631790175 -39.01220409690667
177.8899012351969 -39.01219758081202
177.88985240182421 -39.012215813691306
177.88979441885297 -39.01221051412087
177.889702218137 -39.01228873090236
177.8897050689999 -39.01239713066951
177.88967718531958 -39.012433697085
177.88946176808884 -39.01242601357127
177.8893666513807 -39.0124532808731
177.88926138460275 -39.01253674749901
177.88918953512464 -39.012566697508845
177.88913635164417 -39.01256329763621
177.88910043466814 -39.01259444752072
177.88908616827788 -39.012587897269974
177.8890345851034 -39.012616580700026
177.88901228541312 -39.012655813636876
177.88895960118433 -39.01267904694055
177.88900021833555 -39.012726380995254
177.8889519022351 -39.01276096376416
177.88895150157273 -39.012870663545236
177.88888011854218 -39.013051213901704
177.8889457018382 -39.01337716374336
177.8890725850929 -39.01376813064951
177.8890545684453 -39.01388224700177
177.88911898504415 -39.01399884691869
177.88911356880377 -39.01406274709022
177.8890782516246 -39.01412273031352
177.8890146516863 -39.014178780810205
177.88893745128857 -39.014206463942436
177.88874306880214 -39.01416326424435
177.88861068536576 -39.01424758038485
177.88858253546726 -39.01431166380054
177.8885189187854 -39.01437746391558
177.88845640155705 -39.01441091415912
177.88823901838853 -39.0144084643528
177.88791263500516 -39.01455486416791
177.8877757188959 -39.014585880296835
177.887662351774 -39.014575947067385
177.88759865135378 -39.01469076354259
177.88751225145057 -39.01473428023144
177.88728825207218 -39.01478804701458
177.88710570213965 -39.01486079756338
177.88692628511973 -39.01501071367118
177.88678356869656 -39.01518466395418
177.88663836857762 -39.01573908049568
177.88654826885542 -39.01653083018849
177.88653176839978 -39.01685111372083
177.88643410194808 -39.017468097406976
177.88638768470207 -39.01820013007001
177.8863641848096 -39.01832884662215
177.88633423487747 -39.018823930262975
177.88635250194858 -39.01907853110516
177.88631760119546 -39.019352480109234
177.88634856843427 -39.019632063764696
177.88632690161555 -39.019786247331616
177.8863396841528 -39.01996446359445
177.88631688538192 -39.02025491397164
177.886339935647 -39.02042416373573
177.88631773496763 -39.0207230973558
177.8863494016219 -39.021164413973224
177.8863278175518 -39.02147183005671
177.8863769008884 -39.02169954701135
177.88636426860322 -39.02182779734377
177.88637845168176 -39.02232944705324
177.8864172520742 -39.0225661302072
177.88639878523838 -39.02306921387004
177.88642908463942 -39.023187080223686
177.8864152343208 -39.02329836408637
177.8864329017204 -39.023544463644775
177.88639790230945 -39.02366517992732
177.88638485194954 -39.02409144741428
177.88643783529082 -39.02429159710106
177.88644078524595 -39.02445931360361
177.88653583495451 -39.02474084714197
177.88696211845874 -39.0250396301002
177.88692051825305 -39.02523361333256
177.88694430230757 -39.025427363923136
177.88693185187861 -39.02579061337593
177.88686951842985 -39.02643709713964
177.88687616760575 -39.02662868045534
177.8868434018503 -39.026920729895316
177.8868469176141 -39.02705218035949
177.88682973583164 -39.02711239735084
177.88686786910537 -39.027588580269246
177.88693868529398 -39.0278709310905
177.88698203460086 -39.02828474670683
177.88694810202847 -39.02867449718411
177.88693956859 -39.02902848034596
177.8869243011096 -39.02906723036951
177.8869394177834 -39.02921653038814
177.886928467994 -39.02930354690721
177.88694036826013 -39.029390430428364
177.88706471895185 -39.02965951403925
177.88709991900757 -39.02982874665942
177.8871679015395 -39.03024084774
177.88718156877155 -39.030651030232654
177.88723713548393 -39.0308825973934
177.8872017353258 -39.03117018054241
177.88707358457143 -39.03162901398625
177.88707713505158 -39.03173171337396
177.88712718560035 -39.03195692994328
177.8872810682848 -39.03233993051271
177.88737756891442 -39.03267869673973
177.88750770188886 -39.03292787998947
177.88766873518782 -39.03352299749737
177.8877160689484 -39.03376611352306
177.88771403446134 -39.03396734684734
177.88777271867716 -39.03415404742941
177.8878576186174 -39.03459408053544
177.8878651519 -39.034738696872815
177.88792675244343 -39.03497964669566
177.8880268845152 -39.03514278003072
177.88803451873355 -39.0354507966928
177.88819675151748 -39.03610569675678
177.88824883512865 -39.03662097998251
177.88824286834293 -39.036782363378066
177.88828583526842 -39.036968997207865
177.88838940193202 -39.03726083025443
177.88844198563288 -39.037336513624375
177.88858761858575 -39.037640080522436
177.8886839519139 -39.03788016396713
177.8888306850593 -39.03841973074962
177.88888561858252 -39.038939263635456
177.88900496827594 -39.03928993002704
177.8891048179279 -39.03949541409403
177.88916328509012 -39.03957536381604
177.88920891902185 -39.03987423055584
177.88919621897438 -39.040206263624434
177.88924226814834 -39.04039501407676
177.88941768471696 -39.040809630377886
177.8896159181147 -39.04113551357641
177.88974291857176 -39.04143004678265
177.88976945156654 -39.04184228010294
177.8897322689717 -39.04210386348278
177.88975726875844 -39.042330064561845
177.8898236348117 -39.042475997279354
177.88987513578658 -39.042537680163
177.89007080169935 -39.04288596361365
177.89015716801595 -39.04322834746062
177.89025275248733 -39.04398598007173
177.89028035173044 -39.04408331386664
177.89054510237682 -39.04469186412213
177.8906239188941 -39.04480489733812
177.8907207513726 -39.04500424658773
177.89075183419595 -39.04524079712008
177.89073533489525 -39.045405429890685
177.8907790676113 -39.04560071419761
177.8909126352294 -39.04596658058945
177.8909628017528 -39.04631189719034
177.891036518835 -39.046519180039425
177.89128101859666 -39.04747518000324
177.8914429018605 -39.04789878057278
177.89146536774174 -39.04800096351406
177.8914836178013 -39.04839933069215
177.89150521857167 -39.048529080288525
177.89161538505036 -39.04881521327008
177.8916688354799 -39.049014563780915
177.89207990218424 -39.04976586331743
177.89210233555002 -39.04988316327864
177.89235836816954 -39.05063994740556
177.89265656915836 -39.05124598029463
177.89288533557513 -39.05162872999333
177.89306098518605 -39.05205293025261
177.89326735192358 -39.052673963749136
177.89336408539586 -39.052837746808606
177.8934564686425 -39.05309088044457
177.89392070208038 -39.054521230717874
177.8940971851288 -39.054915513561006
177.894393984803 -39.05573989724597
177.89467450155922 -39.056389897446806
177.89475368577897 -39.0566154299279
177.8952183346881 -39.05760411412852
177.89535935150707 -39.0579894300599
177.89562100162823 -39.05857514700355
177.89586840240582 -39.05940806365173
177.89606786797054 -39.059808397415225
177.8962093182116 -39.06022656372617
177.8962959510708 -39.06042943055384
177.89633021878043 -39.06046719737818
177.89655285118465 -39.06103814686788
177.89664161815512 -39.061403164146604
177.89712720185096 -39.062763113265795
177.8972007019707 -39.062938997344304
177.8973466023143 -39.06320853069325
177.89756373520726 -39.06354889714179
177.89774201863216 -39.06387126357679
177.89784668501733 -39.06408981374355
177.898119235536 -39.06479931389751
177.89818936841831 -39.06491146409773
177.89831215206152 -39.065200314116304
177.89859170257225 -39.065729680331586
177.8987431016655 -39.066074163688256
177.89879416775958 -39.06614168078102
177.8990661345969 -39.066751196687804
177.89914036851346 -39.066982963350526
177.89923425199464 -39.06719141381874
177.89956690153716 -39.06782249746773
177.8997136692931 -39.0683707145658
177.89988506808163 -39.06863923056767
177.90000941823374 -39.06880124783109
177.90014783547895 -39.06894691372591
177.9002044179437 -39.069064664081615
177.9002494353513 -39.069248996912165
177.90052175116307 -39.06974639681449
177.9005861349328 -39.06990057987069
177.90061466782865 -39.07005326387748
177.9006776689864 -39.070239514121134
177.9007246521465 -39.07052221401491
177.90076716916928 -39.070656280145926
177.90078758520463 -39.07088464713669
177.90179965146478 -39.072958913632455
177.90201045246855 -39.07302498014521
177.90271478573877 -39.07340582994799
177.90287093536546 -39.073507664050965
177.9033221347487 -39.0736906970044
177.90355356927023 -39.0738040142093
177.90391270158491 -39.074006747349905
177.90404133569749 -39.074110413283265
177.90418328467294 -39.07419541431196
177.9044382176714 -39.0742531973499
177.90468200176483 -39.07428934670463
177.9049516856491 -39.0744096133191
177.90527186782398 -39.07458894669622
177.90532611770354 -39.07463929717273
177.90547395249536 -39.07467416381069
177.905876535542 -39.07481671409523
177.90598661836637 -39.07484178068456
177.90639836853563 -39.0750474471225
177.90651665185112 -39.07506538067628
177.90666211867062 -39.07510941400012
177.90684738534796 -39.075201747382145
177.90762820157087 -39.07539708046823
177.9078663858234 -39.07552886381299
177.90803490241987 -39.07565586391756
177.9081142349328 -39.07575241354117
177.90834465172298 -39.07623063109204
177.9084611186927 -39.07640278054847
177.90883486846644 -39.0770851470914
177.9088631192302 -39.07718584714149
177.90906480153996 -39.07754446330272
177.90923203482248 -39.07790439696617
177.9092656852464 -39.07803653035058
177.90936833559826 -39.07820219701102
177.9094061190509 -39.078313830235686
177.90949813576626 -39.07845503032915
177.90964720235004 -39.07876818039303
177.91000103534208 -39.07972931353963
177.9100113857662 -39.079870080303884
177.90992651827807 -39.079896830956045
177.91005413575098 -39.08002384689473
177.9102247524211 -39.08023498032355
177.91012698518495 -39.08032579731707
177.91034906767467 -39.080472580765864
177.9105545188671 -39.080490063727446
177.9107207013992 -39.08049036329819
177.91079700083588 -39.080464963363525
177.91091868535426 -39.08038798074071
177.91101163501153 -39.08035291382212
177.91105460100673 -39.080346847026114
177.91111983520761 -39.08036728009257
177.91114766796144 -39.080391296625116
177.91117396875913 -39.08043354693641
177.911175601161 -39.08053348102894
177.9112000017786 -39.080589430734946
177.91123071821045 -39.08061334710295
177.91133400186013 -39.0806392473978
177.91141056842335 -39.08069564717216
177.9114673688294 -39.08079816378191
177.91144693458406 -39.08087386405961
177.91127446821736 -39.081044663489195
177.91128570176616 -39.08108526371502
177.91141666834014 -39.081173880490525
177.9114910189303 -39.081244064070084
177.91152278451065 -39.08138189679093
177.91158133511587 -39.081527880258136
177.911732268645 -39.0817524971855
177.91180330223878 -39.08191168063636
177.9118761520168 -39.08200471387711
177.91204523561035 -39.08214433035826
177.91223793487717 -39.08238334663905
177.91226320230987 -39.082557897074615
177.91241581834376 -39.08278944738048
177.91266856818982 -39.08301489727247
177.91300916867027 -39.0831934472652
177.91304748539403 -39.08324909687965
177.91304101909355 -39.08338878073422
177.91327271906556 -39.08365393000489
177.91334946853954 -39.08376748062586
177.91340156845936 -39.08390941339782
177.91338371864242 -39.08400384743184
177.91375395146878 -39.08446399693204
177.91395815226443 -39.08459169707652
177.9142296692403 -39.08481883025899
177.9143338349953 -39.084869913576654
177.91452196920716 -39.08492911335954
177.91471015092137 -39.08495396353174
177.91481856868492 -39.084994430639455
177.91501973551667 -39.08512673041333
177.91511866832397 -39.08517216415333
177.91546631889858 -39.08525174741043
177.9156565186452 -39.08526619709587
177.91585736920536 -39.085368180110784
177.9160209857838 -39.085427230402146
177.91702851863977 -39.085738064021406
177.91733405222686 -39.08575758068304
177.91734843499563 -39.08575218050078
177.91735151839816 -39.08570189657225
177.91750478565055 -39.0857268134774
177.91778293516074 -39.08570711367413
177.91781810215517 -39.08568291414021
177.91783205122783 -39.085619780761206
177.9181097355001 -39.08560329731229
177.91827678487206 -39.08544619736083
177.91840405243846 -39.085430996641705
177.91852061851245 -39.08539834667685
177.91860490100444 -39.08539137992379
177.91870463575205 -39.08540538011535
177.91894920192726 -39.08549261383153
177.91925620171958 -39.08566894688622
177.91963263533088 -39.085858080230814
177.91963383562674 -39.08593154668786
177.91965676892022 -39.08596219741399
177.919926184483 -39.086111696811145
177.91997175170243 -39.086178863648065
177.9200771013793 -39.086206147007495
177.92030213474342 -39.086329313890985
177.9204816351871 -39.08647976376449
177.9206747023718 -39.0866041632973
177.92110420187478 -39.08682979705196
177.92139075150544 -39.08701704729733
177.92164743556282 -39.08707214709666
177.92183218481327 -39.087087980478934
177.92208091829153 -39.087084180413996
177.9223395515335 -39.08711771352557
177.92245350191047 -39.08714511332495
177.92266285253035 -39.08723651438378
177.9227078852661 -39.08727309680374
177.92308688505784 -39.08778054700084
177.92333770247237 -39.08796371379779
177.92345085174955 -39.08802258076196
177.92394975204442 -39.08822368054701
177.92454173428993 -39.08843861360146
177.9247961192582 -39.08856656341115
177.92504813491016 -39.088766463348755
177.9253909856945 -39.08892753061975
177.92554503480332 -39.08895359661546
177.92571810234716 -39.08895429667045
177.9260535849582 -39.08894544726635
177.92646526897332 -39.08891079720668
177.92647403430695 -39.088897730687066
177.92656855196466 -39.08888164702676
177.92667331797 -39.08882644733612
177.92695231822702 -39.088622263589535
177.92727478495453 -39.08848991338362
177.92731950167783 -39.08849026385094
177.92746521926006 -39.088711347409074
177.927569584326 -39.088773913989144
177.92791141779344 -39.08889196329139
177.92821331796722 -39.08890509731488
177.92844688521959 -39.08898718022235
177.92854660243148 -39.08905286384913
177.9286106189592 -39.08919454696154
177.9286063519973 -39.08936033058748
177.92862758463045 -39.089553280364434
177.92915680252196 -39.09004231405321
177.92938593537798 -39.09019713010076
177.9296980675692 -39.090446346649784
177.9300585344431 -39.090619613883135
177.93063720165495 -39.09083184667569
177.93092361834076 -39.09091713068455
177.93134508580331 -39.09101984730193
177.9319144690531 -39.09108739715417
177.9323258523869 -39.091112996776125
177.93243053489752 -39.091126913731756
177.9326936523977 -39.0911156300236
177.9329666187543 -39.091205847328276
177.93331238429647 -39.0914023636983
177.93356748460178 -39.09149036410355
177.93376570124755 -39.091578297126645
177.93404828582547 -39.09173321332776
177.93433055170243 -39.09185124702785
177.93447435204658 -39.09188148061227
177.93486953449386 -39.09187116383951
177.93516336833756 -39.09191466373571
177.93523213587093 -39.0919386633721
177.93530126898804 -39.091971780557884
177.93582878500408 -39.09246391413537
177.93596230163982 -39.092544880485555
177.9368049183522 -39.09300164693856
177.93782730159285 -39.09340126388407
177.938051884225 -39.0934691140162
177.9383780516585 -39.09349579662373
177.93883486868808 -39.093491179896624
177.93921318553504 -39.09344457987872
177.93943936768355 -39.09345156391978
177.93961358569842 -39.09349513030748
177.9401506523027 -39.09371756407664
177.94050416834352 -39.09383688067102
177.94113798466117 -39.09400914728615
177.94141571862258 -39.094143396950805
177.94164933427572 -39.09429889775667
177.94194205215535 -39.09454026329267
177.9423163682098 -39.094701580650906
177.9425069181837 -39.09474673024586
177.94263548525794 -39.09479962988969
177.94315076890427 -39.09504778009176
177.94342656805895 -39.0952126136085
177.94378991892987 -39.095371446790914
177.94429933490702 -39.09547974745852
177.94450950165808 -39.09549911327594
177.94457446844805 -39.09549259738902
177.94479255256667 -39.09540191392006
177.94499473534484 -39.095269613778655
177.94506473549154 -39.095154563520815
177.9451189019029 -39.095001563352504
177.94520783418898 -39.09492436356427
177.94529993440207 -39.094928530651735
177.94552593499125 -39.09500131389864
177.945611918448 -39.09500109730872
177.94571125174724 -39.09496653059153
177.94578693537264 -39.09496199668256
177.94586751818105 -39.09492253015839
177.9459808192469 -39.0949047637615
177.94606590175326 -39.09491671395734
177.946311985038 -39.095009780114026
177.9464882342817 -39.095032164179656
177.9467580846831 -39.09503403047327
177.9471646852317 -39.094996347424065
177.94753661817194 -39.09489698059324
177.94789490136904 -39.094723297266405
177.94799758554308 -39.09469551397412
177.94831745138075 -39.094687663586214
177.94858645233938 -39.094566080351036
177.9487024354669 -39.094581596859435
177.95018186801803 -39.0938008298859
177.95020573585467 -39.09367026375052
177.95026945153722 -39.09353669686172
177.9503936350643 -39.09346003051879
177.9505845682585 -39.093388230520176
177.95130195090368 -39.09334979674131
177.95160353512105 -39.09325921342956
177.95176396768255 -39.09314744696769
177.9518940348046 -39.09300144670659
177.9520620009966 -39.092895346952325
177.95227590214748 -39.09285786403094
177.9524535525371 -39.09285548063545
177.95261793542636 -39.09292253037601
177.95268785127217 -39.09307161404703
177.952704685748 -39.0931637134319
177.95278688519198 -39.093197230598726
177.9528709682721 -39.09317879736047
177.95289098499072 -39.09304756368331
177.95283806903302 -39.09287219662271
177.95285640165054 -39.092714013683846
177.9529805358707 -39.092570814030005
177.95313040241032 -39.092474730073796
177.95370425254592 -39.09217868008399
177.95400398519268 -39.09198651380422
177.95461765197962 -39.09147134680742
177.95485823514645 -39.09124499667654
177.95518235164664 -39.09115419715392
177.95538541835657 -39.09096811415524
177.95558925239058 -39.09072243027088
177.9557773850944 -39.09052646412734
177.9562944183262 -39.09018523060358
177.95647460175297 -39.08997271370647
177.956519551427 -39.08973228097129
177.95662938480825 -39.08960334659029
177.95702100174307 -39.089349063277005
177.95717656860722 -39.089202897179305
177.9574282020504 -39.08903104669078
177.95760210206606 -39.08896648060557
177.95777708508226 -39.08892698014054
177.9579565191352 -39.08892158067872
177.9580764179901 -39.088902014126745
177.9582265852094 -39.08883359740772
177.95851270159855 -39.08864241373783
177.9585881676447 -39.08861733041835
177.9586645515607 -39.08861274667816
177.9588161688089 -39.08864469661527
177.9589101851208 -39.08870576390054
177.95893826830084 -39.08874143005837
177.9589456349584 -39.088775414166726
177.95888743527868 -39.08899166433037
177.95889725192416 -39.089080380036265
177.95893360155839 -39.08917054690267
177.9589837010458 -39.08923749705656
177.95902911843746 -39.08926578075472
177.9592052687004 -39.089319813412324
177.9596491691892 -39.089299580518976
177.95980556890444 -39.08930629689517
177.9600372357128 -39.08934953011377
177.9601489853294 -39.08941231356617
177.96038726861008 -39.089605946814544
177.96054793487122 -39.0896421798999
177.96083798444178 -39.08974069732971
177.96103801827658 -39.08973466381899
177.96110446839896 -39.089705281200644
177.9616347686316 -39.089707546830184
177.9618930183193 -39.08975226339395
177.96200848542622 -39.089833196582084
177.9621722525128 -39.0900062473097
177.9622817679969 -39.090085096622936
177.9623695682912 -39.09020568057686
177.96238403550296 -39.09026684699721
177.96236768557085 -39.09036316360945
177.9622704516721 -39.090496180362976
177.96196191836154 -39.09071311388723
177.96194038455485 -39.09075939698654
177.96192573586865 -39.090894479982786
177.9619498691638 -39.091174413284506
177.96203268532338 -39.091381780746346
177.96226480186482 -39.091823196656556
177.96242931886368 -39.092073163559036
177.96254135187033 -39.09214029682656
177.96302055246343 -39.09224626361452
177.9630632844168 -39.09227911374987
177.96307185213945 -39.092338030419796
177.96304846826874 -39.0924070636036
177.96299848433304 -39.09247463054322
177.9628678358489 -39.09258338093126
177.9628672855158 -39.092831579977975
177.96279233588317 -39.09306384667342
177.96270200156414 -39.093216913664946
177.96254748586497 -39.093383314472696
177.96228075250662 -39.093610080117266
177.96184210151802 -39.09392171375169
177.96173041820583 -39.09415273047167
177.96172850134923 -39.09424149708488
177.96178158566158 -39.09431261357203
177.96193065225089 -39.09437388047928
177.96200815213683 -39.09448571338114
177.96226160185392 -39.09473248035214
177.9625648357764 -39.094913897222774
177.96271791863592 -39.09497034729845
177.9627999191539 -39.09502234693177
177.96305543568118 -39.09519396341514
177.9632736683793 -39.09539191413912
177.96337946875536 -39.095447663618984
177.96355093543744 -39.09558788071462
177.9637287020841 -39.09587613065262
177.9637684358793 -39.09611426332552
177.96369676802706 -39.09630366349624
177.96357720228013 -39.09647869668856
177.9636616523748 -39.09660759735734
177.96375511784404 -39.09675059743371
177.96397555207497 -39.09687889659602
177.96434965218322 -39.09716109742934
177.96465640170413 -39.09734994717168
177.96477643428545 -39.097377079985804
177.9648749515193 -39.09744401335527
177.9649905018657 -39.09755139684489
177.96509738568358 -39.09760883081221
177.96530005168378 -39.09768291400645
177.9656840692488 -39.0979253968161
177.96611225190227 -39.09816383048016
177.96667300163165 -39.09823271385749
177.96685011852554 -39.0982759472693
177.96696180152014 -39.098314930077215
177.9671296689671 -39.09840893056475
177.96740591920138 -39.09853518117534
177.96762608481666 -39.09860871351918
177.9677787188168 -39.09863681330536
177.96795125262028 -39.09864543033443
177.96823030241987 -39.098649513950136
177.96847880198305 -39.09859896406477
177.96875291901736 -39.09851963021512
177.9691012350051 -39.09838696370157
177.9692306192354 -39.09837054660007
177.96944186801633 -39.09839231377103
177.96979645202057 -39.0983236802792
177.96991495181175 -39.098268647322556
177.9701029022994 -39.09813328089632
177.9703700349632 -39.09798819744999
177.9708351516805 -39.097785246916594
177.97113238579846 -39.09762506357069
177.97141215183075 -39.09743924737088
177.97166113539262 -39.09730429676846
177.97196758562052 -39.09725469731797
177.97229601929612 -39.09715903064406
177.9725498692616 -39.097120813339416
177.97270125258194 -39.09705314694722
177.97287918487405 -39.09701718000029
177.9729538850391 -39.097032813714435
177.973126552479 -39.09710893022825
177.97360331841034 -39.09744141351031
177.97372595165663 -39.0972079971857
177.97377345181408 -39.09722866362872
177.97397475177573 -39.097507047272245
177.97424195266208 -39.09772689729896
177.97456048521238 -39.09791723038243
177.97484551826165 -39.0980551970719
177.97491293476358 -39.09806924746517
177.97522935260181 -39.098024113958274
177.9754774181202 -39.09789473032235
177.97553411863964 -39.09792573004758
177.9755601677854 -39.097921347064485
177.9765348017057 -39.09735483066857
177.97657113516314 -39.097367931199436
177.97672733556703 -39.09749708032774
177.977113102233 -39.09755223004436
177.97703428545742 -39.09770224675069
177.97710395254933 -39.097706880177036
177.97746933587305 -39.097807146845206
177.97763836869234 -39.097824213764646
177.97773923466718 -39.097823080492546
177.9780251518213 -39.097765630477646
177.9781494349321 -39.097714064030505
177.97857426823768 -39.09745849733283
177.97881985217848 -39.09738386403572
177.9789277516635 -39.09738804726342
177.978987168633 -39.09740228017439
177.97925978509775 -39.09756316360421
177.9793396856217 -39.09764899698374
177.97936818517718 -39.09777744740369
177.97947871831886 -39.09791984733024
177.97965138539934 -39.0980357804552
177.9798111347061 -39.0982047304079
177.97992905145938 -39.098276563712716
177.98016820164264 -39.09836953014874
177.98041166817617 -39.098381197663855
177.98063816884817 -39.09845149735567
177.98084491861385 -39.09846753040895
177.98094656830216 -39.09850524724683
177.98125330230968 -39.09869011404003
177.9821875350033 -39.099014797140086
177.98263900189875 -39.09921844721715
177.9829092181921 -39.099376047043826
177.98321215116258 -39.09945174672648
177.9833239016287 -39.09950681370883
177.9833753017008 -39.09959739683184
177.98343208515917 -39.09964474695941
177.9838006517134 -39.09976028007707
177.9840513518624 -39.0998866639164
177.9845090012967 -39.10000644736125
177.98488401870154 -39.10002074714868
177.9852558689173 -39.10009064735758
177.98591816927313 -39.10031286392192
177.98661000211482 -39.10045423029027
177.98696646849348 -39.10048218119579
177.98733618580204 -39.100463697161835
177.98759591769883 -39.1004980969272
177.98766540234058 -39.10049234719736
177.9878762025816 -39.100433163645405
177.98830468522772 -39.10050699722271
177.98890288579747 -39.10068481340035
177.99005360262618 -39.10096444728883
177.99068551918572 -39.10108257996935
177.9907932019574 -39.10108868006752
177.9911596178847 -39.10105959694533
177.991815702018 -39.100960413807364
177.99210451857266 -39.101006196782215
177.99263188493444 -39.101270946645094
177.99319661906742 -39.101347830069315
177.9939923354072 -39.101424280463526
177.99403698556026 -39.101440997183396
177.9943195852118 -39.10164458035748
177.99471856879654 -39.10196749656379
177.99533551912535 -39.102423280466624
177.99561253527105 -39.10265894789187
177.99598458528732 -39.10283933061986
177.99623551925583 -39.10293594727739
177.99679650180852 -39.103038530426865
177.9972317181913 -39.10307623053398
177.9981349182742 -39.103115664008534
177.9987137351999 -39.10303328031253
177.99932156929913 -39.1028794967042
177.99986745158662 -39.102664863607636
178.00016846913584 -39.10251694708813
178.00045218521484 -39.10241894726313
178.00063123547415 -39.10240739703664
178.00073786795375 -39.10242271360265
178.00092095173673 -39.10246319737555
178.0011289686858 -39.102536513750735
178.00132398556633 -39.10267216453649
178.0014939350683 -39.10303088059448
178.00162998553256 -39.104033263876566
178.00167440200613 -39.104936480682596
178.0015381015973 -39.10579399715323
178.00150626893233 -39.10618734674273
178.0014346015397 -39.10650599673874
178.0013974689304 -39.106966980239534
178.00129530189196 -39.1073835636807
178.00121281868377 -39.10817286389573
178.00113330210107 -39.108322596662326
178.0011049357294 -39.108440113347505
